Lat,Lon,TripPurposes,ActivityDuration,ArrivalTime
37.488087,127.01331,ReturningHome,87.0,13
37.494202,127.034268,ReturningHome,228.0,14
37.488087,127.01331,ReturningHome,638.0,18
37.534502,126.99433700000002,Commute,606.0,9
37.556076,126.910068,ReturningHome,740.0,20
37.562885,126.982008,Commute,243.0,6
37.508167,126.961323,ReturningHome,175.0,10
37.561955,126.931992,Commute,833.0,9
37.514612,126.841393,ReturningHome,939.0,23
37.49807,127.012828,Commute,748.0,6
37.465533,126.902145,ReturningHome,705.0,19
37.485243,126.901596,Commute,321.0,5
37.560957,126.986336,Entertainment,454.0,11
37.493301,126.894954,ReturningHome,732.0,20
37.611866,126.92885,Commute,174.0,8
37.578733,126.93585,ReturningHome,232.0,11
37.558042,126.928667,Entertainment,418.0,16
37.580957,126.926105,ReturningHome,916.0,23
37.554383,126.971133,Commute,754.0,6
37.513349,126.926529,ReturningHome,673.0,19
37.54878,126.912775,Commute,600.0,8
37.552598,126.85012,ReturningHome,651.0,18
37.485568,126.984622,Commute,337.0,9
37.472797,126.918868,ReturningHome,424.0,15
37.576506,126.985403,Commute,637.0,8
37.525564,126.8864,Entertainment,72.0,19
37.518348,126.90057,ReturningHome,775.0,20
37.580375,126.88653,OrganizedHobby,133.0,17
37.55348,126.829852,ReturningHome,760.0,20
37.514266,127.060265,OrganizedHobby,370.0,8
37.496296,127.052849,OrganizedHobby,59.0,14
37.508844,127.062999,OrganizedHobby,134.0,15
37.503337,126.960817,ReturningHome,638.0,18
37.544566,127.056092,Commute,618.0,8
37.48125,126.952685,ReturningHome,709.0,19
37.481532,126.948462,Entertainment,166.0,14
37.511377,126.913177,Entertainment,193.0,17
37.494802,126.887617,ReturningHome,789.0,21
37.485243,126.901596,Commute,577.0,9
37.550714,126.865573,ReturningHome,685.0,19
37.497598,127.023993,Commute,570.0,7
37.48125,126.952685,ReturningHome,564.0,17
37.565357,126.966983,Entertainment,123.0,6
37.557397,126.956888,ReturningHome,46.0,8
37.50706,126.901247,Commute,164.0,9
37.49186,127.007685,ReturningHome,300.0,13
37.569088,126.97053,Commute,954.0,6
37.566337,126.966397,ReturningHome,908.0,23
37.525827,126.896643,Commute,586.0,7
37.53955,126.94588600000002,ReturningHome,582.0,17
37.582024,127.001901,Commute,864.0,7
37.56752,126.817221,ReturningHome,838.0,21
37.56323,126.930445,OrganizedHobby,107.0,13
37.620435,126.924575,OrganizedHobby,45.0,16
37.634698,126.91982,ReturningHome,555.0,17
37.468707,127.039655,Commute,495.0,13
37.555154,126.936975,ReturningHome,878.0,22
37.477071,126.963508,Commute,389.0,9
37.526492,127.028481,ReturningHome,516.0,16
37.637873,127.025505,Commute,512.0,10
37.485214,126.981518,ReturningHome,676.0,19
37.498153,127.028358,Commute,632.0,7
37.520216,126.852885,ReturningHome,668.0,19
37.559987,126.84601,OrganizedHobby,170.0,17
37.558502,126.83922,ReturningHome,730.0,20
37.539653,126.83135,Commute,508.0,8
37.54223,126.849082,ReturningHome,561.0,17
37.593468,126.995877,Commute,641.0,10
37.529037,126.832617,ReturningHome,890.0,22
37.473958,126.917433,Commute,473.0,10
37.503337,126.960817,ReturningHome,689.0,19
37.504306,127.015103,OrganizedHobby,283.0,10
37.44835,127.054677,ReturningHome,477.0,15
37.521473,127.039843,Commute,709.0,9
37.486764,126.838709,ReturningHome,863.0,22
37.493973,127.01461299999998,Commute,536.0,9
37.484247,126.929731,ReturningHome,624.0,18
37.566277,126.990967,Commute,626.0,8
37.48125,126.952685,ReturningHome,697.0,19
37.528137,126.917819,OrganizedHobby,293.0,17
37.544235,126.883119,ReturningHome,891.0,22
37.498153,127.028358,OrganizedHobby,325.0,11
37.49874000000001,126.95178,ReturningHome,567.0,17
37.48125,126.952685,Commute,24.0,9
37.486813,126.982183,ReturningHome,159.0,10
37.473002,126.952845,Commute,565.0,7
37.498328,126.928253,ReturningHome,547.0,17
37.549982,126.914496,Entertainment,151.0,19
37.46967,126.966008,ReturningHome,894.0,22
37.555154,126.936975,Work,325.0,9
37.524489,126.875301,ReturningHome,456.0,15
37.62172,126.92651,OrganizedHobby,110.0,13
37.636425,126.918845,OrganizedHobby,131.0,15
37.493973,127.01461299999998,Commute,477.0,8
37.498153,127.028358,Entertainment,143.0,16
37.477071,126.963508,ReturningHome,678.0,19
37.48210200000001,127.001828,Work,134.0,20
37.483588,126.99647,ReturningHome,862.0,22
37.503933,127.088965,Entertainment,133.0,14
37.490793,126.88394,ReturningHome,560.0,17
37.55656,126.944797,Commute,664.0,7
37.557241,127.02933,Entertainment,151.0,19
37.509938,126.924112,ReturningHome,855.0,22
37.548738,126.836309,Commute,543.0,8
37.512368,126.865715,ReturningHome,560.0,17
37.4945,127.06321,Commute,885.0,7
37.484247,126.929731,ReturningHome,868.0,22
37.569088,126.97053,Work,125.0,7
37.57157700000001,126.910313,ReturningHome,102.0,9
37.606211,126.922828,Commute,613.0,8
37.527137,126.932941,ReturningHome,689.0,19
37.526508,127.045082,Commute,517.0,9
37.588754,126.944152,ReturningHome,627.0,18
37.512822,126.870105,OrganizedHobby,199.0,13
37.544878,126.86241499999998,OrganizedHobby,75.0,17
37.475133,127.106267,Commute,268.0,9
37.488992,127.016388,ReturningHome,80.0,14
37.50380300000001,127.001955,OrganizedHobby,112.0,16
37.679224,127.045528,ReturningHome,691.0,19
37.513275,127.100164,OrganizedHobby,231.0,18
37.516433,127.020307,ReturningHome,899.0,22
37.514323,127.031902,OrganizedHobby,207.0,10
37.487664,126.993624,ReturningHome,367.0,14
37.514323,127.031902,Commute,710.0,9
37.498272,126.927948,ReturningHome,813.0,21
37.503492,126.99605,Commute,494.0,8
37.521672,126.924144,ReturningHome,299.0,16
37.534781,126.902618,ReturningHome,845.0,22
37.485608,126.96843,Entertainment,68.0,19
37.483998,126.967135,ReturningHome,781.0,21
37.509503,127.008023,Commute,491.0,9
37.501987,126.990062,Work,161.0,17
37.48282800000001,127.005507,ReturningHome,767.0,20
37.49586,127.124389,Work,45.0,15
37.588754,126.944152,Entertainment,42.0,16
37.586483,126.931737,ReturningHome,591.0,17
37.543486,126.951911,Commute,581.0,8
37.52982100000001,126.96454,Entertainment,213.0,18
37.57626,126.901568,ReturningHome,892.0,22
37.481643,126.966425,Commute,529.0,8
37.56348,126.903394,ReturningHome,627.0,18
37.561931,127.037178,Entertainment,252.0,13
37.532211,126.846421,ReturningHome,651.0,18
37.566277,126.990967,Commute,498.0,7
37.510784,127.043664,Entertainment,124.0,16
37.521717,126.83399,ReturningHome,681.0,19
37.50844,126.891508,Work,536.0,13
37.492421,126.824023,ReturningHome,867.0,22
37.50841,126.843,Commute,577.0,6
37.55855,126.8376,ReturningHome,498.0,16
37.52982100000001,126.96454,Commute,659.0,10
37.50844,126.891508,ReturningHome,800.0,21
37.508844,127.062999,Commute,660.0,7
37.50844,126.891508,ReturningHome,670.0,19
37.554383,126.971133,Commute,629.0,8
37.516842,126.86235,ReturningHome,698.0,19
37.503273,126.88224,Commute,128.0,9
37.494509,126.859153,ReturningHome,233.0,11
37.521672,126.924144,Commute,596.0,8
37.505963,127.004213,ReturningHome,638.0,18
37.561135,126.993624,Commute,560.0,7
37.525564,126.8864,ReturningHome,561.0,17
37.526683,126.891266,Commute,337.0,10
37.4831,126.901616,ReturningHome,488.0,16
37.520475,126.88585,Commute,525.0,7
37.518613,126.897547,ReturningHome,528.0,16
37.540892,127.071082,OrganizedHobby,95.0,12
37.556836,127.079298,Entertainment,84.0,14
37.553045,126.972625,ReturningHome,519.0,16
37.503391,127.005069,Commute,585.0,7
37.500106,126.909743,ReturningHome,599.0,17
37.555154,126.936975,OrganizedHobby,158.0,8
37.484247,126.929731,ReturningHome,190.0,11
37.531787,126.846883,Commute,578.0,6
37.494509,126.859153,Entertainment,9.0,16
37.502163,126.847857,ReturningHome,560.0,17
37.500672,127.036468,Commute,744.0,7
37.484247,126.929731,ReturningHome,727.0,20
37.566587,126.997271,Commute,607.0,7
37.50844,126.891508,Entertainment,58.0,17
37.49863,126.840383,ReturningHome,694.0,19
37.55873,126.942637,Commute,693.0,6
37.575177,126.935405,ReturningHome,603.0,18
37.484609000000006,127.034674,Commute,648.0,7
37.477071,126.963508,ReturningHome,672.0,19
37.482165,126.915342,Commute,641.0,8
37.465575,126.931333,ReturningHome,676.0,19
37.500088,126.88286200000002,Entertainment,279.0,13
37.523548,126.825713,ReturningHome,640.0,18
37.56599600000001,126.982161,Commute,652.0,6
37.485243,126.901596,ReturningHome,574.0,17
37.564872,126.946,Commute,543.0,7
37.55641,126.936767,Work,77.0,16
37.578298,126.936042,ReturningHome,612.0,18
37.500672,127.036468,Commute,750.0,9
37.48125,126.952685,ReturningHome,830.0,21
37.586288,127.02921299999998,Commute,346.0,12
37.512368,126.865715,Entertainment,656.0,18
37.571631,126.976482,Commute,666.0,8
37.537366,126.827033,ReturningHome,739.0,20
37.52982100000001,126.96454,Commute,675.0,6
37.541629,126.840422,ReturningHome,592.0,17
37.560282,127.04998799999998,Commute,433.0,9
37.543933,126.870427,ReturningHome,613.0,18
37.592742,127.016623,Entertainment,432.0,12
37.565907,126.919013,ReturningHome,764.0,20
37.505843,127.003922,Commute,56.0,16
37.49388,127.014728,ReturningHome,578.0,17
37.514119,126.942207,Commute,742.0,9
37.496096,126.869493,ReturningHome,861.0,22
37.56599600000001,126.982161,Commute,620.0,7
37.477312,126.981664,ReturningHome,649.0,18
37.570033,126.985283,Commute,786.0,8
37.553412,126.956643,ReturningHome,813.0,21
37.513275,127.100164,Commute,776.0,8
37.521075,126.935153,ReturningHome,830.0,21
37.498153,127.028358,Commute,774.0,8
37.48755900000001,126.913306,ReturningHome,840.0,22
37.537117,127.086165,OrganizedHobby,163.0,13
37.486813,126.982183,OrganizedHobby,79.0,16
37.485199,127.01616,ReturningHome,621.0,18
37.549982,126.914496,OrganizedHobby,269.0,16
37.496915,126.891622,ReturningHome,795.0,21
37.53305,126.903266,OrganizedHobby,151.0,17
37.524489,126.875301,Entertainment,116.0,20
37.558869,126.837217,ReturningHome,894.0,22
37.555735,127.043672,Commute,55.0,17
37.508844,127.062999,Entertainment,151.0,18
37.485199,127.01616,ReturningHome,826.0,21
37.510088,127.062193,OrganizedHobby,623.0,7
37.484766,126.970942,ReturningHome,647.0,18
37.50572800000001,126.92482,OrganizedHobby,246.0,8
37.494677,126.92719,ReturningHome,264.0,12
37.618432,127.075364,Commute,708.0,7
37.511098,127.021291,ReturningHome,697.0,19
37.49013,126.925707,Commute,683.0,8
37.485802,126.95466299999998,ReturningHome,751.0,20
37.479703,126.889475,Commute,521.0,12
37.450053,126.903585,ReturningHome,811.0,21
37.559958,126.935342,Entertainment,150.0,12
37.53466,126.828835,ReturningHome,442.0,15
37.606211,126.922828,Commute,32.0,8
37.56599600000001,126.982161,ReturningHome,756.0,9
37.559688,126.899855,ReturningHome,862.0,22
37.478672,126.93231000000002,Entertainment,230.0,14
37.468465,126.93218,ReturningHome,652.0,18
37.470122,127.038439,Commute,597.0,8
37.576506,126.985403,Work,149.0,19
37.58676,126.946335,ReturningHome,889.0,22
37.49995300000001,127.0124,Commute,760.0,8
37.495573,127.020263,ReturningHome,797.0,21
37.50437,127.048481,Work,149.0,10
37.589423,127.057604,Entertainment,281.0,13
37.523548,126.825713,ReturningHome,693.0,19
37.571631,126.976482,Commute,456.0,7
37.504976,127.048781,ReturningHome,20.0,15
37.528137,126.917819,OrganizedHobby,24.0,16
37.560411,126.962994,ReturningHome,577.0,17
37.46473,126.897285,Commute,697.0,7
37.532211,126.846421,ReturningHome,714.0,19
37.503391,127.005069,OrganizedHobby,39.0,12
37.49498300000001,126.959895,OrganizedHobby,256.0,13
37.484857,126.955342,ReturningHome,603.0,18
37.511098,127.021291,Commute,538.0,9
37.49097800000001,126.907998,ReturningHome,649.0,18
37.525517,126.924243,Commute,582.0,7
37.494233,126.898725,ReturningHome,587.0,17
37.570462,126.99268,Entertainment,217.0,11
37.541629,126.840422,ReturningHome,495.0,16
37.563532,126.850815,Entertainment,271.0,15
37.537372,126.863355,ReturningHome,758.0,20
37.476556,126.981578,Work,23.0,22
37.485243,126.901596,ReturningHome,914.0,23
37.53955,126.94588600000002,Commute,357.0,16
37.546957,126.874868,ReturningHome,888.0,22
37.514323,127.031902,Commute,837.0,8
37.463322,126.926678,ReturningHome,880.0,22
37.57152,126.991853,Commute,646.0,8
37.482057,126.943115,ReturningHome,782.0,21
37.485338,126.89381000000002,OrganizedHobby,376.0,16
37.454463,126.89951299999998,ReturningHome,899.0,22
37.57816500000001,127.034924,Commute,792.0,7
37.484766,126.970942,ReturningHome,831.0,21
37.512068,126.916298,OrganizedHobby,186.0,14
37.508323,126.939983,Work,78.0,17
37.496148,126.908237,OrganizedHobby,108.0,18
37.50514,126.941787,ReturningHome,795.0,21
37.512368,126.865715,Commute,491.0,10
37.50844,126.891508,ReturningHome,639.0,18
37.510323,126.944928,Commute,239.0,8
37.498863,126.95119,ReturningHome,108.0,12
37.482753,126.953508,Work,268.0,14
37.49874000000001,126.95178,ReturningHome,670.0,19
37.56874000000001,127.016113,Entertainment,106.0,12
37.516733,127.019183,ReturningHome,427.0,15
37.534413,126.972893,OrganizedHobby,152.0,9
37.508167,126.961323,ReturningHome,693.0,12
37.561135,126.993624,OrganizedHobby,18.0,10
37.55907,127.005308,Entertainment,494.0,10
37.572455,126.93523799999998,ReturningHome,697.0,19
37.516433,127.020307,Commute,620.0,10
37.48125,126.952685,ReturningHome,842.0,22
37.500672,127.036468,OrganizedHobby,293.0,9
37.522359,126.974501,Work,38.0,14
37.500672,127.036468,Work,137.0,15
37.494386,126.844746,ReturningHome,664.0,19
37.489405,126.945868,Commute,580.0,9
37.505963,127.004213,ReturningHome,671.0,19
37.577985,126.891323,Commute,562.0,8
37.465575,126.931333,ReturningHome,644.0,18
37.500785,127.02637,OrganizedHobby,213.0,18
37.488977,127.016157,ReturningHome,842.0,22
37.484609000000006,127.034674,Commute,670.0,8
37.505625,126.934548,ReturningHome,719.0,19
37.568037,126.90838,OrganizedHobby,376.0,17
37.558708,126.912642,OrganizedHobby,940.0,23
37.487987,126.88486,Entertainment,264.0,11
37.48064,126.90914,ReturningHome,483.0,16
37.56502800000001,126.987532,Commute,613.0,7
37.494509,126.859153,ReturningHome,662.0,19
37.513574,126.940891,Commute,341.0,7
37.53091,126.86403,ReturningHome,338.0,13
37.508758,127.126085,Commute,582.0,7
37.526126,126.864603,OrganizedHobby,228.0,18
37.512822,126.870105,ReturningHome,863.0,22
37.567933,126.93161,OrganizedHobby,7.0,19
37.566587,126.997271,OrganizedHobby,27.0,20
37.556837,126.92375,ReturningHome,8.0,20
37.528137,126.917819,OrganizedHobby,108.0,7
37.571631,126.976482,Work,155.0,9
37.486942,127.04671,Work,164.0,12
37.521672,126.924144,ReturningHome,467.0,15
37.522404,126.97355,OrganizedHobby,266.0,9
37.523505,126.959733,Entertainment,7.0,14
37.487248,126.974777,ReturningHome,399.0,14
37.480376,126.882676,Commute,911.0,7
37.516708,126.918449,ReturningHome,910.0,23
37.54292,127.012312,OrganizedHobby,92.0,18
37.524828,127.001995,ReturningHome,744.0,20
37.568027,126.841992,Commute,728.0,8
37.503492,126.99605,ReturningHome,815.0,21
37.5023,127.128469,OrganizedHobby,113.0,16
37.484609000000006,127.034674,ReturningHome,621.0,18
37.56599600000001,126.982161,Commute,592.0,8
37.450843,126.909058,ReturningHome,685.0,19
37.529235,126.967947,Commute,703.0,7
37.526126,126.864603,ReturningHome,714.0,19
37.571631,126.976482,Commute,752.0,10
37.553412,126.956643,ReturningHome,902.0,23
37.509157,126.888475,Commute,212.0,8
37.502148,126.847595,ReturningHome,280.0,12
37.514323,127.031902,Commute,572.0,10
37.485214,126.981518,ReturningHome,718.0,19
37.553145,126.933557,Commute,604.0,10
37.512368,126.865715,ReturningHome,756.0,20
37.564255,126.96362,Commute,563.0,8
37.561473,126.854408,ReturningHome,650.0,18
37.590394,127.036284,OrganizedHobby,338.0,9
37.534502,126.99433700000002,Work,22.0,15
37.522027,126.924758,OrganizedHobby,34.0,15
37.556837,126.92375,ReturningHome,527.0,16
37.56599600000001,126.982161,Commute,648.0,9
37.549982,126.914496,ReturningHome,763.0,20
37.57257,126.990396,Commute,377.0,8
37.561248,127.03708799999998,ReturningHome,44.0,15
37.57257,126.990396,OrganizedHobby,402.0,16
37.548738,126.836309,ReturningHome,928.0,23
37.557872,126.843257,OrganizedHobby,136.0,13
0.0,0.0,ReturningHome,0.0,5
37.48245900000001,126.941693,Commute,671.0,7
37.481429,126.997551,ReturningHome,677.0,19
37.47900300000001,126.98209,Entertainment,6.0,20
37.476117,126.972878,ReturningHome,737.0,20
37.55611,126.94015,Commute,763.0,9
37.538159,126.893294,ReturningHome,857.0,22
37.466832,126.947983,Work,303.0,14
37.478035,126.952502,ReturningHome,675.0,19
37.59473300000001,126.993402,Commute,123.0,7
37.588396,127.005992,ReturningHome,80.0,11
37.59305,126.997847,Work,512.0,13
37.549845,126.93756299999998,ReturningHome,865.0,22
37.48125,126.952685,Commute,597.0,8
37.490492,126.98267,ReturningHome,667.0,19
37.570964,127.001549,Commute,728.0,7
37.466316,126.889345,ReturningHome,747.0,20
37.500672,127.036468,Commute,818.0,8
37.493301,126.894954,ReturningHome,884.0,22
37.53955,126.94588600000002,Commute,363.0,10
37.513688,126.920043,ReturningHome,64.0,16
37.558734,126.978434,Commute,650.0,8
37.477312,126.981664,ReturningHome,735.0,20
37.498973,126.920283,Commute,653.0,5
37.50007,126.930872,ReturningHome,508.0,16
37.554494,127.010866,Commute,575.0,8
37.522694,126.905118,Entertainment,193.0,18
37.556076,126.910068,ReturningHome,869.0,22
37.549982,126.914496,Work,90.0,20
37.517968,126.894782,ReturningHome,838.0,21
37.514323,127.031902,Entertainment,273.0,12
37.49972800000001,126.928205,ReturningHome,572.0,17
37.510088,127.062193,Commute,607.0,8
37.561473,126.854408,Entertainment,132.0,19
37.563532,126.850815,ReturningHome,803.0,21
37.485243,126.901596,Commute,681.0,8
37.477071,126.963508,ReturningHome,727.0,20
37.495492,126.914493,Entertainment,275.0,12
37.604487,127.036085,ReturningHome,637.0,18
37.558502,126.83922,Entertainment,346.0,9
37.539512,126.869055,ReturningHome,441.0,15
37.487534,127.102314,Commute,649.0,7
37.572514,126.806794,ReturningHome,687.0,19
37.534781,126.902618,Commute,582.0,8
37.563532,126.850815,ReturningHome,647.0,18
37.564342,126.987792,Commute,784.0,9
37.507277,127.02303,ReturningHome,871.0,22
37.617838,126.999332,Commute,810.0,7
37.507277,127.02303,ReturningHome,843.0,22
37.483646,127.034909,OrganizedHobby,8.0,23
37.484247,126.929731,ReturningHome,956.0,23
37.610898,126.929416,Entertainment,112.0,16
37.59318,126.913553,ReturningHome,642.0,18
37.532837,126.871658,Commute,619.0,11
37.535942,126.87061,ReturningHome,858.0,22
37.503391,127.005069,Entertainment,283.0,15
37.584943,126.914777,ReturningHome,787.0,21
37.507348,126.966272,Commute,92.0,9
37.491588,126.982622,Entertainment,213.0,11
37.494227,127.01375,ReturningHome,458.0,15
37.478672,126.93231000000002,Work,502.0,13
37.477918,126.932723,ReturningHome,859.0,22
37.500672,127.036468,Commute,878.0,8
37.485243,126.901596,ReturningHome,937.0,23
37.498153,127.028358,Entertainment,235.0,15
37.46574,126.93766,ReturningHome,752.0,20
37.562517,126.969223,Entertainment,69.0,14
37.555833,126.938988,Entertainment,117.0,15
37.57836500000001,126.910333,ReturningHome,613.0,18
37.619418,126.920904,Commute,708.0,6
37.582551,126.950204,ReturningHome,614.0,18
37.484609000000006,127.034674,OrganizedHobby,91.0,9
37.576506,126.985403,ReturningHome,70.0,11
37.49186,127.007685,Commute,650.0,7
37.556076,126.910068,ReturningHome,644.0,18
37.566079,127.016167,OrganizedHobby,43.0,11
37.56524,127.022398,Entertainment,650.0,12
37.518198,126.884328,ReturningHome,937.0,23
37.571631,126.976482,Commute,804.0,7
37.501143,126.89866200000002,ReturningHome,804.0,21
37.44815,126.95211,Work,485.0,12
37.470928,126.938768,ReturningHome,777.0,20
37.502267,127.05633799999998,Commute,564.0,8
37.494413,127.034113,ReturningHome,622.0,18
37.526492,127.028481,Entertainment,16.0,14
37.48125,126.952685,ReturningHome,419.0,14
37.493517,127.029385,Entertainment,91.0,6
37.506733,127.055422,ReturningHome,893.0,7
37.504872,127.004956,Entertainment,126.0,16
37.499896,126.920652,ReturningHome,652.0,18
37.483925,127.084139,Commute,581.0,7
37.567753,126.91831299999998,ReturningHome,636.0,18
37.513574,126.940891,Entertainment,172.0,13
37.477312,126.981664,ReturningHome,546.0,17
37.512955,127.052905,Commute,697.0,6
37.509124,126.963418,OrganizedHobby,35.0,18
37.502025,126.960273,ReturningHome,671.0,19
37.520463,126.902843,OrganizedHobby,202.0,14
37.494386,126.844746,ReturningHome,645.0,18
37.477188,126.915602,OrganizedHobby,81.0,11
37.460955,126.92198799999998,ReturningHome,313.0,13
37.522694,126.905118,Commute,603.0,8
37.52132,126.853407,ReturningHome,688.0,19
37.592742,127.016623,Commute,260.0,10
37.576413,126.98488799999998,Work,331.0,14
37.540563,126.95547,ReturningHome,776.0,20
37.554383,126.971133,Commute,192.0,8
37.555422,126.97284,Entertainment,350.0,11
37.480376,126.882676,ReturningHome,621.0,18
37.552282,126.980835,Entertainment,143.0,11
37.487667,127.032432,ReturningHome,395.0,14
37.471878,126.90636299999998,Entertainment,209.0,10
37.477132,126.911502,ReturningHome,378.0,14
37.545287,126.932655,Commute,338.0,9
37.553362,126.90623,ReturningHome,492.0,16
37.526055,126.924208,Commute,687.0,8
37.540947,126.947967,ReturningHome,721.0,20
37.497062,126.916383,Commute,422.0,9
37.581892,126.950628,ReturningHome,548.0,17
37.511075,127.073861,Commute,860.0,7
37.487664,126.993624,ReturningHome,853.0,22
37.503391,127.005069,Entertainment,148.0,12
37.479063,126.924508,ReturningHome,475.0,15
37.527457,126.93148,Commute,514.0,7
37.51501500000001,126.91192,ReturningHome,501.0,16
37.496283,126.953645,Commute,666.0,7
37.492287,126.94846499999998,ReturningHome,645.0,18
37.498153,127.028358,Commute,60.0,7
37.626566,127.072716,ReturningHome,76.0,9
37.501683,127.025666,Work,428.0,11
37.484495,126.9374,ReturningHome,641.0,18
37.50454000000001,126.936507,OrganizedHobby,236.0,11
37.51055,126.940053,Entertainment,92.0,15
37.513057,126.924227,ReturningHome,574.0,17
37.561174,126.812409,Commute,758.0,20
0.0,0.0,ReturningHome,0.0,5
37.525827,126.896643,Commute,344.0,16
37.54641,126.952912,ReturningHome,841.0,22
37.485243,126.901596,Commute,628.0,8
37.476556,126.981578,ReturningHome,694.0,19
37.565891,127.084283,Commute,387.0,8
37.576506,126.985403,OrganizedHobby,342.0,15
37.565891,127.084283,ReturningHome,828.0,21
37.539267,126.961393,Commute,544.0,9
37.57538,126.890302,ReturningHome,659.0,18
37.543486,126.951911,OrganizedHobby,244.0,15
37.556076,126.910068,Entertainment,727.0,20
37.513233,126.952273,Entertainment,146.0,9
37.509124,126.963418,ReturningHome,250.0,12
37.472467,127.041503,Commute,559.0,7
37.493872,127.062245,Work,294.0,17
37.464328,127.024668,ReturningHome,887.0,22
37.522708,127.038112,OrganizedHobby,166.0,13
37.48294,126.95423,ReturningHome,540.0,17
37.477071,126.963508,Commute,351.0,11
37.592745,127.05262,Entertainment,194.0,18
37.48125,126.952685,ReturningHome,873.0,22
37.540892,127.071082,Commute,207.0,9
37.528632,127.12535,ReturningHome,275.0,13
37.504872,127.004956,Work,41.0,18
37.513427,127.00688999999998,ReturningHome,668.0,19
37.500012,126.921643,Entertainment,284.0,12
37.491678,126.956215,ReturningHome,583.0,17
37.504993,126.94076,OrganizedHobby,65.0,15
37.50507,126.953983,ReturningHome,534.0,16
37.527968,126.966623,Commute,562.0,8
37.487664,126.993624,Entertainment,234.0,18
37.532211,126.846421,ReturningHome,910.0,23
37.544566,127.056092,Commute,831.0,8
37.539112,126.869947,ReturningHome,919.0,23
37.551401,127.144016,Commute,513.0,7
37.503391,127.005069,ReturningHome,548.0,17
37.570164,126.983102,Commute,839.0,8
37.477312,126.981664,ReturningHome,934.0,23
37.467753,126.949682,Work,289.0,10
37.48245900000001,126.941693,ReturningHome,465.0,15
37.538387,126.851508,Commute,591.0,9
37.535303000000006,126.853737,ReturningHome,674.0,19
37.567392,126.998044,Commute,578.0,8
37.532211,126.846421,ReturningHome,653.0,18
37.519735,126.906653,Commute,137.0,6
37.50437,127.048481,Entertainment,502.0,9
37.549982,126.914496,ReturningHome,661.0,19
37.57868300000001,126.935853,OrganizedHobby,207.0,16
37.59225,126.946542,ReturningHome,728.0,20
37.516433,127.020307,Commute,578.0,8
37.547471,126.931927,ReturningHome,660.0,19
37.55976500000001,126.964451,Commute,564.0,8
37.497718,126.927823,ReturningHome,672.0,19
37.522694,126.905118,Commute,587.0,8
37.526126,126.864603,ReturningHome,621.0,18
37.560657,126.984917,Commute,419.0,8
37.471277,126.902957,ReturningHome,36.0,16
37.504758,127.025473,OrganizedHobby,77.0,6
37.494386,126.844746,ReturningHome,38.0,8
37.485243,126.901596,Commute,614.0,8
37.493973,127.01461299999998,ReturningHome,671.0,19
37.555154,126.936975,Entertainment,253.0,13
37.509124,126.963418,ReturningHome,641.0,18
37.575267,126.890647,Entertainment,34.0,13
37.573348,126.887953,ReturningHome,341.0,13
37.505392,127.003005,OrganizedHobby,50.0,9
37.476117,126.972878,ReturningHome,182.0,11
37.47828300000001,127.039443,Commute,579.0,9
37.477071,126.963508,ReturningHome,690.0,19
37.50437,127.048481,OrganizedHobby,113.0,13
37.505426,127.10699,ReturningHome,54.0,15
37.511584,127.086304,OrganizedHobby,112.0,16
37.541625,127.00354,Commute,780.0,8
37.491977,126.823677,ReturningHome,897.0,22
37.556642,126.923467,OrganizedHobby,177.0,18
37.531546,127.066715,ReturningHome,845.0,22
37.478747,126.894635,Entertainment,163.0,13
37.478747,126.894635,Entertainment,502.0,16
37.48755900000001,126.913306,Commute,604.0,8
37.484247,126.929731,ReturningHome,644.0,18
37.590943,126.91356100000002,Commute,377.0,6
37.610046,126.930275,Work,333.0,13
37.590943,126.91356100000002,ReturningHome,675.0,19
37.477312,126.981664,OrganizedHobby,162.0,8
37.543486,126.951911,ReturningHome,211.0,11
37.566277,126.990967,Commute,782.0,8
37.533022,126.903388,ReturningHome,856.0,22
37.554383,126.971133,Commute,597.0,9
37.51578,126.907638,Entertainment,693.0,19
37.527532,127.040605,Commute,884.0,8
37.506295,127.005137,ReturningHome,937.0,23
37.580821,127.04833,Commute,611.0,9
37.463322,127.023893,ReturningHome,732.0,20
37.576506,126.985403,Commute,566.0,8
37.593688,126.934658,ReturningHome,625.0,18
37.513753,126.94147,Commute,629.0,8
37.506723,126.947717,ReturningHome,685.0,19
37.48245900000001,126.941693,Commute,603.0,7
37.50844,126.891508,ReturningHome,576.0,17
37.499896,126.920652,Entertainment,39.0,15
37.496283,126.953645,ReturningHome,487.0,16
37.534781,126.902618,Commute,690.0,10
37.475442,126.936357,ReturningHome,870.0,22
37.511098,127.021291,Commute,731.0,10
37.504844,126.939009,ReturningHome,930.0,23
37.480792,126.907893,Commute,569.0,9
37.477071,126.963508,ReturningHome,646.0,18
37.49186,127.007685,Commute,795.0,7
37.493301,126.894954,ReturningHome,799.0,21
37.483152,126.901558,Commute,574.0,8
37.511868,126.916478,ReturningHome,648.0,18
37.529235,126.967947,Commute,514.0,9
37.577592,126.812787,ReturningHome,661.0,19
37.524489,126.875301,OrganizedHobby,100.0,9
37.536237,126.950943,ReturningHome,210.0,11
37.488867,127.02989,Commute,302.0,7
37.519447,127.053723,Work,160.0,13
37.477312,126.981664,ReturningHome,517.0,16
37.519193,126.937637,Commute,592.0,8
37.545192,126.862155,ReturningHome,690.0,19
